"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1322,",",8,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1322,",",8.5,",",32,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1322,",",9,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",6,",",42,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",6.5,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",7,",",36,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",7.5,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",8,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",8.5,",",27,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",9,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1323,",",10,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1324,",",9,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1324,",",9.5,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1324,",",12,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1325,",",8,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1325,",",9,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1325,",",10,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",7,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",7.5,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",8,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",9,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",9.5,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",10,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",10.5,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",11,",",37,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1326,",",12,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1327,",",10.5,",",12,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1328,",",11,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1328,",",11.5,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1328,",",13,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1329,",",10,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1329,",",10.5,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1329,",",11,",",17,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1329,",",11.5,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1329,",",13,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1330,",",7,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1330,",",10,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1330,",",11,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1330,",",11.5,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1330,",",13,",",31,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1331,",",11.5,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1331,",",12,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",7.5,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",8.5,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",9,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",9.5,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",10,",",7,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",10.5,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",11,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",11.5,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",12,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1332,",",13,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1333,",",11.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1334,",",10,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1334,",",10.5,",",37,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1334,",",11,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1334,",",13,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",7,",",21,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",7.5,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",9,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",9.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",10,",",35,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",10.5,",",12,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",11,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",11.5,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",12,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",13,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1335,",",14,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1336,",",5,",",2,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1336,",",9.5,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1336,",",10,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",7.5,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",8,",",9,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",9,",",2,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",9.5,",",17,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",10,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",10.5,",",30,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",11,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",11.5,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",12,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1337,",",14,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1338,",",11,",",12,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1338,",",12,",",17,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1339,",",10.5,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1339,",",12,",",11,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",7.5,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",8.5,",",10,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",9,",",31,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",9.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",10,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",10.5,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",11,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",12,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1340,",",13,",",11,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",6,",",30,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",6.5,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",7,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",7.5,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",8,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",8.5,",",36,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",9,",",37,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1341,",",10,",",27,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",5.5,",",9,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",6,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",6.5,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",7,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",7.5,",",11,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",8,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",8.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",9,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1342,",",10,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1343,",",6.5,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1344,",",5.5,",",30,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1344,",",6,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1344,",",6.5,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1344,",",7.5,",",21,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1344,",",8,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",6,",",17,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",6.5,",",39,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",7,",",17,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",7.5,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",8,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",8.5,",",11,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",9,",",37,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1345,",",10,",",40,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1346,",",7,",",8,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1346,",",7.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1346,",",8,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1346,",",8.5,",",12,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1346,",",9,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1347,",",6.5,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1347,",",7,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1347,",",7.5,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1347,",",8,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1347,",",8.5,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",7,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",8,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",8.5,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",9,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",9.5,",",27,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",10,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",10.5,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",11,",",10,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1348,",",14,",",36,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",8.5,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",9,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",9.5,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",10,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",10.5,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",11,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",11.5,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",12,",",36,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",13,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1349,",",14,",",12,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1350,",",8.5,",",11,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1350,",",9,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1350,",",9.5,",",10,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1350,",",10,",",34,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1350,",",11.5,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1350,",",13,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1351,",",8,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1351,",",10,",",40,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1352,",",7,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1352,",",8,",",4,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",7,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",7.5,",",11,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",8,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",9,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",9.5,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",10.5,",",4,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",11,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",11.5,",",8,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",12,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1353,",",13,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1354,",",7,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1355,",",9,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1356,",",7.5,",",3,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1356,",",8,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1356,",",8.5,",",34,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1356,",",9,",",31,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1356,",",9.5,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1356,",",10,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1357,",",9,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1357,",",9.5,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1357,",",10,",",12,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1357,",",10.5,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1357,",",11,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1357,",",11.5,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",7.5,",",27,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",8,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",8.5,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",9,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",9.5,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",10,",",39,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",10.5,",",37,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",11,",",33,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",11.5,",",20,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",12,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1358,",",13,",",26,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",5,",",22,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",6,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",6.5,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",7,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",7.5,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",8,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",8.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",9,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",9.5,",",16,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",10,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",10.5,",",9,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",11,",",28,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1359,",",12,",",27,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",8.5,",",7,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",9,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",9.5,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",10,",",21,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",10.5,",",29,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",11,",",10,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1360,",",12,",",36,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",6,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",6.5,",",19,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",7,",",24,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",7.5,",",37,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",8,",",15,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",8.5,",",17,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",9,",",14,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1361,",",10,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1362,",",10,",",25,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1363,",",8,",",9,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1363,",",8.5,",",13,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1363,",",9,",",23,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1363,",",9.5,",",8,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1363,",",10,",",18,);
"INSERT INTO InventoryItem (ProductId,ItemSize,QtyOnHand) VALUES (",1364,",",7,",",39,);
